loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
11.403371810913086,0.3390625119209289,24796.94921875,0.0
3.112310647964477,0.41796875,22252.041015625,0.0
1.7315328121185305,0.4671874940395355,5.194028854370117,0.0
1.3630473613739014,0.4671874940395355,2.9987971782684326,0.0
1.208737850189209,0.5882812738418579,6.028509616851807,0.0
1.0519416332244873,0.6484375,6.681645393371582,0.0
1.315332293510437,0.6499999761581421,5461.7666015625,0.0
1.4749542474746704,0.600781261920929,903.8615112304688,0.0
2.376824140548706,0.4117187559604645,1252852.125,0.0
1.1631463766098022,0.4937500059604645,91480.546875,0.0
0.8975882530212402,0.628125011920929,264.68426513671875,0.09375
0.7449454069137573,0.71484375,5.6102375984191895,0.559374988079071
1.6510003805160522,0.719531238079071,31063.712890625,0.0
0.8242819905281067,0.7835937738418579,2885.7578125,0.0125000001862645
0.7269684076309204,0.8539062738418579,4.226365566253662,0.671875
0.834931492805481,0.859375,1360.558349609375,0.018750000745058
0.4310066699981689,0.897656261920929,563.7431030273438,0.0625
0.3682550489902496,0.909375011920929,63.67446899414063,0.4281249940395355
0.3983381986618042,0.919531226158142,70.61308288574219,0.3937500119209289
0.7699800729751587,0.8343750238418579,3227.14111328125,0.0
0.4781971871852875,0.8960937261581421,4.413865566253662,0.534375011920929
0.4557026028633117,0.891406238079071,27.67462730407715,0.0031250000465661
0.3720276057720184,0.913281261920929,16289.130859375,0.0
0.3118868470191955,0.938281238079071,153.6956024169922,0.0
0.9043723344802856,0.844531238079071,19379.091796875,0.0
0.5224717855453491,0.8687499761581421,548.5682983398438,0.0031250000465661
0.452466070652008,0.8960937261581421,8.260185241699219,0.018750000745058
0.5879181623458862,0.8843749761581421,7809.5947265625,0.0
0.3726468384265899,0.91796875,212.7555694580078,0.0562499985098838
0.2709994614124298,0.932031273841858,6.307711124420166,0.025000000372529
0.2242081463336944,0.938281238079071,7.127479553222656,0.421875
0.2128443419933319,0.9453125,6.12978458404541,0.1124999970197677
0.2320729792118072,0.932031273841858,6.079135894775391,0.5531250238418579
0.304664134979248,0.930468738079071,82.65428924560547,0.1375000029802322
0.202932521700859,0.938281238079071,6.590417385101318,0.668749988079071
0.2441741526126861,0.947656273841858,78.19786071777344,0.03125
0.1589957624673843,0.954687476158142,17.772613525390625,0.0812499970197677
